评论ID,原始评论,清洗后纯评论（无地名/无新增词）,核心分词（无地名/无新增词）,核心分词字符串（无地名/无新增词）,情感分析结果,解析
377,陈景深 你可怜我啊,陈景深 你可怜我啊,"['景深', '可怜']",景深 可怜,-1,评论中“可怜我”一词带有明显的自嘲和委屈情绪，暗示说话者感到被同情或轻视，表达了一种受伤或不满的情感倾向，整体情感为负面。
383,有梁月！！这个赞我给了！,有梁月！！这个赞我给了！,"['有梁', '赞']",有梁 赞,1,"评论中使用了""有梁月！！""表达惊喜与兴奋，""这个赞我给了！""明确表示赞赏和支持，整体语言充满积极情绪，属于正面评价。"
382,梁月啊啊啊啊啊啊,梁月啊啊啊啊啊啊,"['梁月', '啊啊啊', '啊啊啊']",梁月  ,1,该评论通过重复使用“啊”字和感叹号表达强烈的情感，结合对“梁月”这一特定对象的呼唤，体现出明显的喜爱、激动或支持的积极情绪，整体情感倾向为正面。
375,纸嫁衣第七部的八不郎是不是！！,纸嫁衣第七部的八不郎是不是！！,"['嫁衣', '第七部', '八不郎', '是不是']",嫁衣 第七部 八不郎 ,1,该评论使用“是不是！！”的强烈感叹句式，结合“纸嫁衣第七部”这一具体作品名称，表达了对新角色“八不郎”的兴奋、期待和可能的喜爱之情，整体情感倾向为正面。
384,想起了《边城》里的傩送,想起了边城里的傩送,"['想起', '城里']",想起 城里,0,该评论仅提及文学作品《边城》中的角色傩送，属于联想或类比表达，未直接表达对当前内容的喜爱、批评或情感态度，无明显情感倾向，因此判断为中性。
385,傩戏起，百病消！,傩戏起，百病消！,"['傩戏', '百病']",傩戏 百病,1,该评论使用了“傩戏起，百病消”这一传统祈福语，带有积极的祝愿和吉祥寓意，表达了对傩戏文化功能的认可与赞美，整体情感倾向为正面。
388,居然还有我们重返未来的事,居然还有我们重返未来的事,"['居然', '重返', '未来']",居然 重返 未来,0,该评论仅陈述了“居然还有我们重返未来的事”这一事实，表达了意外或惊讶的情绪，但没有明显的积极或消极情感倾向，属于中性表达。
389,@叶沫 @月槐序 @ofeq @Verity 居然有我们梁月,叶沫 月槐序 ofeq Verity 居然有我们梁月,"['叶沫', '槐序', 'ofeq', 'Verity', '居然', '梁月']",叶沫 槐序 ofeq Verity 居然 梁月,1,评论中“居然有我们梁月”表达了惊喜和喜悦的情绪，使用“居然”一词强调了意外之喜，整体传递出对内容出现的积极认可和兴奋感。
387,谁懂呀我们终于被邀请了欢迎大家来玩我们以闪亮之名这个池子还有非遗联动故宫博物院联动戏曲套包括巫蛊套和旗头各种精美家具免费送（我是不是有点像人机）,谁懂呀我们终于被邀请了欢迎大家来玩我们以闪亮之名这个池子还有非遗联动故宫博物院联动戏曲套包括巫蛊套和旗头各种精美家具免费送（我是不是有点像人机）,"['终于', '邀请', '欢迎', '大家', '闪亮', '之名', '池子', '非遗', '联动', '故宫博物院', '联动', '戏曲', '包括', '旗头', '各种', '精美', '家具', '免费送', '是不是', '有点像', '人机']",终于 邀请 欢迎 大家 闪亮 之名 池子 非遗 联动 故宫博物院 联动 戏曲 包括 旗头 各种 精美 家具 免费送  有点像 人机,1,该评论使用了“谁懂呀我们终于被邀请了”表达兴奋与自豪，“欢迎大家来玩”体现热情推广，“精美家具免费送”等描述突出积极内容，整体充满喜悦和推广的热情，情感倾向明显为正面。
386,傩戏小心点，小红书上有还有个傩戏始祖呢,傩戏小心点，小红书上有还有个傩戏始祖呢,"['傩戏', '小心', '小红', '书上', '傩戏', '始祖']",傩戏 小心 小红 书上 傩戏 始祖,0,该评论仅提及傩戏相关的内容，并指出小红书上有“傩戏始祖”的信息，属于事实陈述或提醒，未使用明显的情感词汇，也未表达个人立场或评价，因此情感倾向为中性。
390,恰巧我会蜡染和地戏,恰巧我会蜡染和地戏,"['恰巧', '我会', '蜡染', '地戏']",恰巧 我会 蜡染 地戏,0,该评论仅陈述个人技能，没有表达对任何事物的评价或情感倾向，属于客观陈述。既无积极词汇也无消极表达，整体情感为中性。
391,什么时候能带阴阳师玩,什么时候能带阴阳师玩,"['时候', '能带', '阴阳师']", 能带 阴阳师,0,该评论仅表达了“什么时候能带阴阳师玩”的疑问或期待，未使用明显积极或消极的词汇，也未表露强烈情绪，更多是中性询问或建议，因此情感倾向为中性。
392,你这是傩戏？你这是cosplay！,你这是傩戏？你这是cosplay！,"['傩戏', 'cosplay']",傩戏 cosplay,-1,评论通过反问和对比（“傩戏”与“cosplay”）表达了对表演或装扮的不认可，带有讽刺和批评的语气，暗示其不专业或不符合传统，整体情感倾向为负面。
394,老师可以刻个艾笠吗,老师可以刻个艾笠吗,"['可以', '刻个', '艾笠']", 刻个 艾笠,1,该评论表达了用户对老师创作艾笠内容的期待和请求，使用了礼貌的“可以吗”句式，整体语气积极且带有期盼，体现了对角色或作品的喜爱，情感倾向为正面。
393,只能说京剧这个拼好剧打压的太厉害了,只能说京剧这个拼好剧打压的太厉害了,"['只能', '京剧', '拼好剧', '打压', '厉害']",只能 京剧 拼好剧 打压 厉害,-1,评论中“打压的太厉害了”带有明显的负面情绪，表达了对京剧在拼好剧中受到不公正待遇的不满和批评，整体情感倾向为负面。
395,审美积积　　　　　　　　　  广告✕,审美积积 广告,"['审美', '积积', '广告']",审美 积积 广告,-1,评论中“积积”是网络用语“垃圾”的谐音，带有明显的贬义和嘲讽意味，表达了对广告内容或形式的强烈不满和批评，整体情感倾向为负面。
396,99 喜欢三年多了,99 喜欢三年多了,"['', '99', '喜欢', '三年']",  喜欢 三年,1,评论中“喜欢三年多了”直接表达了长期持续的喜爱之情，使用“喜欢”这一积极情感词汇，体现了对对象明确而持久的正面态度，整体情感倾向为正面。
398,这个好飒,这个好飒,['好飒'],好飒,1,评论中使用了“好飒”这一网络流行语，通常用来形容某人或事物帅气、利落、有魅力，带有强烈的赞赏和喜爱意味，表达了积极的评价和情感倾向。
400,哇看着好好看！！！,哇看着好好看！！！,"['看着', '好好看']",看着 好好看,1,评论中使用了“哇”这样的感叹词和“好好看”的重复强调表达，明显传递出强烈的喜爱和赞叹之情，整体情感倾向非常积极正面。
397,梁月！！我们9上桌了,梁月！！我们9上桌了,"['梁月', '上桌']",梁月 上桌,1,评论中使用了“上桌了”这一网络流行语，通常表示角色或团队获得关注、认可或重要机会，带有庆祝和喜悦的意味。结合感叹号和兴奋语气，整体表达了对“梁月”和“9”的积极支持与期待，情感倾向明显为正面。
399,爷爷你要长命百岁啊,爷爷你要长命百岁啊,"['爷爷', '长命百岁']", 长命百岁,1,该评论表达了真挚的祝福和美好的愿望，“长命百岁”是典型的吉祥话，充满了对“爷爷”的关爱、尊敬与期盼，情感温暖积极，整体倾向明显为正面。
401,面塑师巧手造万象，闪护一瓶护全场。含漱液清新随行，喷剂消杀及时，做你全天候的健康拍档,面塑师巧手造万象，闪护一瓶护全场。含漱液清新随行，喷剂消杀及时，做你全天候的健康拍档,"['面塑', '巧手', '万象', '闪护', '一瓶', '全场', '含漱液', '清新', '随行', '喷剂', '消杀', '及时', '全天候', '健康', '拍档']",面塑 巧手 万象 闪护 一瓶 全场 含漱液 清新 随行 喷剂 消杀 及时 全天候 健康 拍档,1,该评论使用了“巧手造万象”、“护全场”、“清新随行”、“全天候的健康拍档”等积极词汇，表达了对产品功能和效果的赞赏与信任，整体情感倾向为正面。
405,全都认识的那很爱玩了,全都认识的那很爱玩了,"['全都', '认识', '爱玩']",全都 认识 爱玩,1,评论中“很爱玩了”使用了积极的表达方式，暗示对内容或角色的熟悉和喜爱，整体语气轻松愉快，体现了正面的情感倾向。
403,谢谢爷爷祝你天天开心,谢谢爷爷祝你天天开心,"['谢谢', '爷爷', '天天开心']",谢谢  天天开心,1,该评论使用了“谢谢”、“祝你天天开心”等礼貌和祝福性词汇，表达了对“爷爷”的感谢和美好祝愿，整体情感倾向为正面。
404,⁺✞ʚ方也重度依赖ɞ✟₊,方也重度依赖,"['重度', '依赖']",重度 依赖,-1,评论中的“重度依赖”带有明显的负面含义，暗示过度依赖或无法自主，通常用于批评某种不健康或失衡的状态，表达了对被描述对象的不满或担忧。
402,“两面宿傩”认识了吗，nuo,两面宿傩认识了吗，nuo,"['两面', '认识', 'nuo']",两面 认识 nuo,0,该评论仅提及角色名称并带有口语化表达“nuo”，没有明确的积极或消极情感词汇，也未表达具体态度或评价，整体情感倾向不明确，属于中性评论。
407,裁缝铺有首带傩戏文化的歌很好听，大家可以去听一下,裁缝铺有首带傩戏文化的歌很好听，大家可以去听一下,"['裁缝', '首带', '傩戏', '文化', '好听', '大家', '可以', '一下']",裁缝 首带 傩戏 文化 好听 大家  ,1,评论中使用了“很好听”等积极词汇，表达了对歌曲的赞赏和推荐意愿，整体情感倾向为正面。
406,小豆包.琴.威士忌.DM,小豆包.琴.威士忌.DM,"['豆包', '威士忌', 'DM']",豆包 威士忌 DM,0,该评论仅列举了几个名词或代号，没有表达任何情感色彩或主观评价，属于客观陈述，因此情感倾向为中性。
408,哇老婆好看,哇老婆好看,"['老婆', '好看']",老婆 好看,1,评论中使用了“哇”这一感叹词表达惊喜，以及“老婆好看”这一直接赞美，整体语气积极且充满喜爱之情，情感倾向明显为正面。
409,蛙趣居然有重返未来,蛙趣居然有重返未来,"['蛙趣', '居然', '重返', '未来']",蛙趣 居然 重返 未来,1,评论中“蛙趣”是网络用语表达惊喜，“居然有”带有意外发现的喜悦感，整体表达了对“重返未来”内容的兴奋和积极态度，情感倾向明显为正面。
410,小王也会有烦恼！,小王也会有烦恼！,"['小王', '烦恼']",小王 烦恼,0,该评论仅陈述“小王也会有烦恼”这一客观事实，未使用明显的情感词汇，也未表达对小王或烦恼的具体态度，属于中性陈述。
413,《边城》翠翠,边城翠翠,"['边城', '翠翠']",边城 翠翠,0,该评论仅提及“边城翠翠”这一名称，未包含任何表达个人情感或评价的词汇，无法判断其情感倾向，属于中性陈述。
412,里面一半都是我推，剩下的全都认识,里面一半都是我推，剩下的全都认识,"['里面', '一半', '剩下', '全都', '认识']",里面 一半 剩下 全都 认识,1,该评论表达了评论者对其中的角色非常熟悉和喜爱，使用“我推”表示支持的角色，“全都认识”体现了对内容的广泛了解和积极关注，整体情感倾向为正面。
414,想看刻这幅的视频,想看刻这幅的视频,"['看刻', '这幅', '视频']",看刻 这幅 视频,0,该评论仅表达了“想看刻这幅的视频”的观看意愿，没有使用明显的情感词汇，也未表达出赞赏、批评或强烈情绪，属于中性陈述。
411,天官赐福合作的非遗可多了不止皮影戏,天官赐福合作的非遗可多了不止皮影戏,"['天官赐福', '合作', '非遗', '可多', '不止', '皮影戏']",天官赐福 合作 非遗 可多 不止 皮影戏,1,该评论通过强调“合作的非遗可多了不止皮影戏”，突出了合作的丰富性和文化价值，使用了“可多了”等积极表述，传达出对合作内容广度与深度的认可和自豪感，整体情感倾向为正面。
